date,1. open,2. high,3. low,4. close,5. volume
2023-08-24 05:00:00,432.9597,433.018,431.9203,432.2215,64919.0
2023-08-24 06:00:00,432.202,433.0374,432.1535,432.9014,48293.0
2023-08-24 07:00:00,432.9208,433.222,432.4352,432.5517,305514.0
2023-08-24 08:00:00,432.9015,434.0087,430.337,432.0952,673062.0
2023-08-24 09:00:00,432.0369,433.3677,426.6216,432.202,8433189.0
2023-08-24 10:00:00,432.2069,432.4643,428.4235,428.4818,13873410.0
2023-08-24 11:00:00,428.4866,428.5206,426.6022,426.6168,10670557.0
2023-08-24 12:00:00,426.6265,428.1884,426.5295,427.287,8215846.0
2023-08-24 13:00:00,427.287,427.4716,426.4419,426.7527,7163942.0
2023-08-24 14:00:00,426.7625,427.2967,425.9563,426.4856,7995615.0
2023-08-24 15:00:00,426.4954,426.7431,424.339,424.4021,21866749.0
2023-08-24 16:00:00,424.4021,430.246,423.7901,424.2661,11574197.0
2023-08-24 17:00:00,424.2661,424.4312,424.1398,424.3535,82840.0
2023-08-24 18:00:00,424.2953,424.9072,424.1981,424.8781,1443865.0
2023-08-24 19:00:00,424.8878,424.8878,424.3341,424.6547,73104.0
2023-08-24 20:00:00,424.373,424.373,424.373,424.373,1341734.0
2023-08-25 04:00:00,424.6838,425.6843,424.6838,425.4414,45103.0
2023-08-25 05:00:00,425.4803,425.5969,424.9266,425.0238,17707.0
2023-08-25 06:00:00,425.1695,425.7814,425.0723,425.5969,53958.0
2023-08-25 07:00:00,425.6454,425.7814,425.2763,425.5871,138379.0
2023-08-25 08:00:00,425.6072,426.5002,423.9941,426.238,1311132.0
2023-08-25 09:00:00,426.2282,432.0223,425.5192,426.5099,5598366.0
2023-08-25 10:00:00,426.4808,428.5595,422.6731,422.7799,20754021.0
2023-08-25 11:00:00,422.7799,426.199,422.5371,424.4798,15619545.0
2023-08-25 12:00:00,424.4798,426.5196,424.4215,426.102,9454639.0
2023-08-25 13:00:00,426.1039,426.5196,424.8392,426.0044,7914828.0
2023-08-25 14:00:00,426.0,428.2486,425.8688,428.1515,9767117.0
2023-08-25 15:00:00,428.1612,428.6566,426.9373,427.3453,19002475.0
2023-08-25 16:00:00,427.3356,427.6561,426.4225,427.2093,13044233.0
2023-08-25 17:00:00,427.2093,454.8319,418.091,427.3161,1506491.0
2023-08-25 18:00:00,427.3453,427.3647,427.0539,427.1802,989520.0
2023-08-25 19:00:00,427.1802,427.3356,427.0539,427.1899,13568.0
2023-08-25 20:00:00,427.3647,427.3647,427.3647,427.3647,968560.0
2023-08-28 04:00:00,424.7712,428.3069,424.7712,428.0155,12394.0
2023-08-28 05:00:00,427.967,428.1904,427.5978,427.9961,11628.0
2023-08-28 06:00:00,427.9572,428.0252,427.5396,427.8795,24963.0
2023-08-28 07:00:00,427.8795,428.2875,427.7921,428.2778,81010.0
2023-08-28 08:00:00,428.0058,429.4823,424.9655,429.424,313547.0
2023-08-28 09:00:00,429.3948,430.5109,429.1277,429.8999,6683874.0
2023-08-28 10:00:00,429.9194,430.5313,427.3674,429.4046,8608997.0
2023-08-28 11:00:00,429.4046,429.4143,428.2681,428.8402,6976612.0
2023-08-28 12:00:00,428.8412,429.9388,428.3215,429.8999,5359412.0
2023-08-28 13:00:00,429.8999,430.5605,428.2292,428.5012,7672379.0
2023-08-28 14:00:00,428.4915,429.2977,428.2584,429.1909,6755035.0
2023-08-28 15:00:00,429.2006,430.6964,428.7343,430.0359,12597682.0
2023-08-28 16:00:00,430.0262,430.2788,427.3647,430.2306,7972471.0
